State,County,duration,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
TX,Anderson,"(16.0, 32.0]",5,0,93,0,0,2,0,0
TX,Anderson,"(16384.0, inf]",0,0,0,3,0,0,0,0
TX,Anderson,"(32.0, 64.0]",3,0,624,0,0,2,0,0
TX,Anderson,"(64.0, 128.0]",0,0,28,0,0,0,2,0
TX,Anderson,ALL,8,0,888,3,0,5,2,0
TX,Andrews,"(128.0, 256.0]",0,0,36,0,0,0,0,0
TX,Andrews,"(16.0, 32.0]",2,0,0,0,0,3,0,0
TX,Andrews,"(16384.0, inf]",0,0,0,2,0,0,0,0
TX,Andrews,"(256.0, 512.0]",0,0,5,0,0,0,0,0
TX,Andrews,"(32.0, 64.0]",0,0,1014,0,0,2,0,0
TX,Andrews,"(64.0, 128.0]",0,0,177,0,0,0,0,0
TX,Andrews,ALL,2,0,1232,2,0,5,0,0
TX,Angelina,"(1024.0, 2048.0]",0,0,0,2,0,0,0,0
TX,Angelina,"(128.0, 256.0]",0,0,31,0,0,29,0,0
TX,Angelina,"(16.0, 32.0]",26,2,0,7,0,3,1,0
TX,Angelina,"(16384.0, inf]",0,0,0,3,0,0,0,0
TX,Angelina,"(256.0, 512.0]",0,0,10,0,0,11,0,0
TX,Angelina,"(32.0, 64.0]",9,1,1610,1,0,63,1,0
TX,Angelina,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
TX,Angelina,"(64.0, 128.0]",2,0,84,0,0,40,0,0
TX,Angelina,ALL,37,3,1735,13,0,147,2,0
TX,Aransas,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
TX,Aransas,"(128.0, 256.0]",0,0,1,0,0,1,0,0
TX,Aransas,"(16.0, 32.0]",0,0,0,1,0,1,0,0
TX,Aransas,"(2048.0, 4096.0]",0,0,0,0,0,2,0,0
TX,Aransas,"(256.0, 512.0]",0,0,0,0,0,1,0,0
TX,Aransas,"(32.0, 64.0]",0,0,180,0,0,4,0,0
TX,Aransas,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
TX,Aransas,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
TX,Aransas,"(64.0, 128.0]",0,0,14,0,0,0,0,0
TX,Aransas,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
TX,Aransas,ALL,0,0,195,2,0,12,0,0
TX,Archer,"(16.0, 32.0]",6,0,0,0,0,0,0,0
TX,Archer,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Archer,"(32.0, 64.0]",0,1,311,0,0,1,0,0
TX,Archer,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Archer,"(64.0, 128.0]",1,0,5,0,0,0,0,0
TX,Archer,ALL,7,1,316,2,0,1,0,0
TX,Armstrong,"(16.0, 32.0]",1,0,0,0,0,1,0,0
TX,Armstrong,"(32.0, 64.0]",0,0,89,0,0,3,0,0
TX,Armstrong,"(64.0, 128.0]",0,0,0,0,0,1,0,0
TX,Armstrong,ALL,1,0,89,0,0,5,0,0
TX,Atascosa,"(128.0, 256.0]",0,0,3,0,0,0,0,0
TX,Atascosa,"(16.0, 32.0]",3,1,0,0,0,0,0,0
TX,Atascosa,"(16384.0, inf]",0,0,0,2,0,0,0,0
TX,Atascosa,"(32.0, 64.0]",0,0,786,0,0,4,0,0
TX,Atascosa,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Atascosa,"(64.0, 128.0]",0,0,66,0,0,1,0,0
TX,Atascosa,ALL,3,1,855,3,0,5,0,0
TX,Austin,"(0.0, 16.0]",0,0,167,0,0,5,0,0
TX,Austin,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
TX,Austin,"(128.0, 256.0]",0,0,4,0,0,1,1,0
TX,Austin,"(16.0, 32.0]",12,0,119,1,0,9,0,0
TX,Austin,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Austin,"(2048.0, 4096.0]",0,0,0,0,0,3,0,0
TX,Austin,"(256.0, 512.0]",0,0,0,1,0,0,0,0
TX,Austin,"(32.0, 64.0]",7,0,952,0,0,12,3,0
TX,Austin,"(4096.0, 8192.0]",0,0,0,0,0,9,0,0
TX,Austin,"(512.0, 1024.0]",0,0,0,1,0,3,0,0
TX,Austin,"(64.0, 128.0]",0,0,53,0,0,3,3,0
TX,Austin,ALL,19,0,1295,7,0,47,7,0
TX,Bailey,"(128.0, 256.0]",0,0,1,0,0,0,0,0
TX,Bailey,"(16.0, 32.0]",0,0,0,1,0,0,0,0
TX,Bailey,"(256.0, 512.0]",0,0,0,0,0,1,0,0
TX,Bailey,"(32.0, 64.0]",0,0,161,0,0,0,0,0
TX,Bailey,"(64.0, 128.0]",0,0,4,0,0,0,0,0
TX,Bailey,ALL,0,0,166,1,0,1,0,0
TX,Bandera,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
TX,Bandera,"(32.0, 64.0]",0,0,122,0,0,1,1,0
TX,Bandera,"(64.0, 128.0]",0,0,4,0,0,0,0,0
TX,Bandera,ALL,0,0,126,0,0,2,1,0
TX,Bastrop,"(0.0, 16.0]",0,0,864,0,0,32,0,0
TX,Bastrop,"(1024.0, 2048.0]",0,0,0,1,0,105,4,0
TX,Bastrop,"(128.0, 256.0]",0,0,82,1,0,10,1,0
TX,Bastrop,"(16.0, 32.0]",31,1,320,1,0,50,7,0
TX,Bastrop,"(16384.0, inf]",0,0,0,1,0,66,0,0
TX,Bastrop,"(2048.0, 4096.0]",0,0,0,0,0,20,0,0
TX,Bastrop,"(256.0, 512.0]",0,0,31,1,0,16,0,0
TX,Bastrop,"(32.0, 64.0]",33,6,1911,3,0,99,14,1
TX,Bastrop,"(4096.0, 8192.0]",0,0,0,0,0,17,0,0
TX,Bastrop,"(512.0, 1024.0]",0,0,3,4,0,5,1,0
TX,Bastrop,"(64.0, 128.0]",3,0,278,0,0,24,1,0
TX,Bastrop,"(8192.0, 16384.0]",0,0,0,0,0,5,0,0
TX,Bastrop,ALL,67,7,3489,12,0,449,28,1
TX,Baylor,"(256.0, 512.0]",0,0,0,1,0,0,0,0
TX,Baylor,"(32.0, 64.0]",2,0,367,0,0,0,0,0
TX,Baylor,"(64.0, 128.0]",0,0,7,0,0,0,0,0
TX,Baylor,ALL,2,0,374,1,0,0,0,0
TX,Bee,"(128.0, 256.0]",0,0,0,0,0,1,0,0
TX,Bee,"(16.0, 32.0]",1,0,0,0,0,1,0,0
TX,Bee,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Bee,"(32.0, 64.0]",0,0,2444,0,0,19,0,0
TX,Bee,"(64.0, 128.0]",0,0,6,0,0,0,1,0
TX,Bee,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
TX,Bee,ALL,1,0,2450,2,0,21,1,0
TX,Bell,"(0.0, 16.0]",0,0,935,0,0,22,0,0
TX,Bell,"(1024.0, 2048.0]",0,0,0,2,0,1,0,0
TX,Bell,"(128.0, 256.0]",0,0,77,0,0,18,3,0
TX,Bell,"(16.0, 32.0]",102,7,787,3,0,35,5,0
TX,Bell,"(16384.0, inf]",0,0,0,17,0,0,0,0
TX,Bell,"(256.0, 512.0]",0,0,8,14,0,0,0,0
TX,Bell,"(32.0, 64.0]",81,7,4991,0,0,114,10,0
TX,Bell,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Bell,"(512.0, 1024.0]",0,0,0,22,0,0,0,0
TX,Bell,"(64.0, 128.0]",19,1,511,0,0,79,7,0
TX,Bell,"(8192.0, 16384.0]",0,0,0,1,0,0,0,1
TX,Bell,ALL,202,15,7309,60,0,269,25,1
TX,Bexar,"(0.0, 16.0]",0,0,3791,0,0,123,0,0
TX,Bexar,"(1024.0, 2048.0]",0,0,1,22,0,2,0,4
TX,Bexar,"(128.0, 256.0]",5,4,861,26,0,212,1,0
TX,Bexar,"(16.0, 32.0]",5150,559,3270,48,0,746,181,1
TX,Bexar,"(16384.0, inf]",0,0,0,87,0,1,0,0
TX,Bexar,"(2048.0, 4096.0]",0,0,0,45,0,6,0,2
TX,Bexar,"(256.0, 512.0]",1,0,122,213,0,82,0,0
TX,Bexar,"(32.0, 64.0]",4974,901,43489,40,0,7383,413,1
TX,Bexar,"(4096.0, 8192.0]",0,0,0,26,0,3,0,0
TX,Bexar,"(512.0, 1024.0]",0,0,11,78,346,8,0,3
TX,Bexar,"(64.0, 128.0]",101,17,5615,24,4,440,68,0
TX,Bexar,"(8192.0, 16384.0]",0,0,0,13,0,0,0,0
TX,Bexar,ALL,10231,1481,57160,622,350,9006,663,11
TX,Blanco,"(0.0, 16.0]",0,0,255,0,0,3,0,0
TX,Blanco,"(128.0, 256.0]",0,0,0,0,0,1,0,0
TX,Blanco,"(16.0, 32.0]",2,0,92,0,0,3,0,0
TX,Blanco,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
TX,Blanco,"(32.0, 64.0]",3,0,739,0,0,3,1,0
TX,Blanco,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
TX,Blanco,"(64.0, 128.0]",0,0,10,0,0,2,0,0
TX,Blanco,ALL,5,0,1096,3,0,12,1,0
TX,Borden,"(32.0, 64.0]",0,0,118,0,0,3,0,0
TX,Borden,"(64.0, 128.0]",0,0,2,0,0,0,0,0
TX,Borden,ALL,0,0,120,0,0,3,0,0
TX,Bosque,"(0.0, 16.0]",0,0,38,0,0,1,0,0
TX,Bosque,"(16.0, 32.0]",1,0,59,0,0,0,0,0
TX,Bosque,"(32.0, 64.0]",1,0,208,0,0,0,0,0
TX,Bosque,"(64.0, 128.0]",0,0,5,0,0,0,0,0
TX,Bosque,ALL,2,0,310,0,0,1,0,0
TX,Bowie,"(128.0, 256.0]",0,0,4,1,0,0,0,0
TX,Bowie,"(16.0, 32.0]",6,2,0,1,0,5,0,0
TX,Bowie,"(16384.0, inf]",0,0,0,9,0,0,0,0
TX,Bowie,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
TX,Bowie,"(256.0, 512.0]",0,0,0,2,0,0,0,0
TX,Bowie,"(32.0, 64.0]",3,0,1378,0,0,11,0,0
TX,Bowie,"(64.0, 128.0]",0,0,46,0,0,2,0,0
TX,Bowie,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
TX,Bowie,ALL,9,2,1428,15,0,18,0,0
TX,Brazoria,"(0.0, 16.0]",0,0,262,0,0,5,0,0
TX,Brazoria,"(1024.0, 2048.0]",0,0,0,0,0,13,0,0
TX,Brazoria,"(128.0, 256.0]",0,0,55,7,0,5,1,0
TX,Brazoria,"(16.0, 32.0]",156,48,200,5,0,59,9,0
TX,Brazoria,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Brazoria,"(2048.0, 4096.0]",0,0,0,0,0,11,0,0
TX,Brazoria,"(256.0, 512.0]",0,0,13,10,0,4,0,0
TX,Brazoria,"(32.0, 64.0]",42,18,3136,1,0,47,12,0
TX,Brazoria,"(4096.0, 8192.0]",0,0,0,0,0,38,0,0
TX,Brazoria,"(512.0, 1024.0]",0,0,0,4,0,5,0,0
TX,Brazoria,"(64.0, 128.0]",5,0,268,0,0,5,7,0
TX,Brazoria,"(8192.0, 16384.0]",0,0,0,3,0,2,0,0
TX,Brazoria,ALL,203,66,3934,34,0,194,29,0
TX,Brazos,"(0.0, 16.0]",0,0,72,0,0,1,0,0
TX,Brazos,"(1024.0, 2048.0]",0,0,0,62,0,0,0,0
TX,Brazos,"(128.0, 256.0]",0,0,3,277,0,0,0,0
TX,Brazos,"(16.0, 32.0]",8,0,90,2,0,0,0,0
TX,Brazos,"(16384.0, inf]",0,0,0,10,0,0,0,0
TX,Brazos,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
TX,Brazos,"(256.0, 512.0]",0,0,1,13,0,0,0,0
TX,Brazos,"(32.0, 64.0]",4,0,892,0,1,2,2,0
TX,Brazos,"(4096.0, 8192.0]",0,0,0,3,0,0,0,0
TX,Brazos,"(512.0, 1024.0]",0,0,0,47,49,1,0,0
TX,Brazos,"(64.0, 128.0]",1,0,85,73,0,3,1,0
TX,Brazos,"(8192.0, 16384.0]",0,0,0,5,0,0,0,0
TX,Brazos,ALL,13,0,1143,494,50,7,3,0
TX,Brewster,"(128.0, 256.0]",0,0,18,0,0,1,0,0
TX,Brewster,"(256.0, 512.0]",0,0,2,0,0,1,0,0
TX,Brewster,"(32.0, 64.0]",0,0,2436,0,0,11,0,0
TX,Brewster,"(64.0, 128.0]",0,0,179,0,0,8,0,0
TX,Brewster,ALL,0,0,2635,0,0,21,0,0
TX,Briscoe,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Briscoe,"(32.0, 64.0]",0,0,35,0,0,0,0,0
TX,Briscoe,"(64.0, 128.0]",0,0,0,0,0,1,0,0
TX,Briscoe,ALL,0,0,35,1,0,1,0,0
TX,Brooks,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
TX,Brooks,"(128.0, 256.0]",0,0,0,0,0,3,0,0
TX,Brooks,"(16.0, 32.0]",1,0,0,0,0,1,0,0
TX,Brooks,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Brooks,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
TX,Brooks,"(32.0, 64.0]",1,0,156,0,0,0,0,0
TX,Brooks,"(64.0, 128.0]",0,0,12,0,0,1,1,0
TX,Brooks,ALL,2,0,168,2,0,6,1,0
TX,Brown,"(128.0, 256.0]",0,0,0,0,0,2,0,0
TX,Brown,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Brown,"(32.0, 64.0]",0,0,318,0,0,0,0,0
TX,Brown,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Brown,"(64.0, 128.0]",0,0,9,0,0,0,0,0
TX,Brown,ALL,0,0,327,5,0,2,0,0
TX,Burleson,"(0.0, 16.0]",0,0,28,0,0,0,0,0
TX,Burleson,"(1024.0, 2048.0]",0,0,0,0,0,3,0,0
TX,Burleson,"(128.0, 256.0]",0,0,1,0,0,0,0,0
TX,Burleson,"(16.0, 32.0]",2,0,23,1,0,0,0,0
TX,Burleson,"(2048.0, 4096.0]",0,0,0,0,0,2,0,0
TX,Burleson,"(256.0, 512.0]",0,0,0,0,0,1,0,0
TX,Burleson,"(32.0, 64.0]",0,0,280,0,0,1,0,0
TX,Burleson,"(512.0, 1024.0]",0,0,0,2,0,1,0,0
TX,Burleson,"(64.0, 128.0]",0,0,6,0,0,0,0,0
TX,Burleson,"(8192.0, 16384.0]",0,0,0,5,0,0,0,0
TX,Burleson,ALL,2,0,338,8,0,8,0,0
TX,Burnet,"(0.0, 16.0]",0,0,1014,0,0,27,0,0
TX,Burnet,"(1024.0, 2048.0]",0,0,0,3,0,6,0,0
TX,Burnet,"(128.0, 256.0]",1,0,2,0,0,2,0,0
TX,Burnet,"(16.0, 32.0]",13,1,335,2,0,6,3,0
TX,Burnet,"(2048.0, 4096.0]",0,0,0,0,0,7,0,0
TX,Burnet,"(256.0, 512.0]",0,0,0,0,0,1,0,0
TX,Burnet,"(32.0, 64.0]",23,4,3762,0,0,52,7,1
TX,Burnet,"(4096.0, 8192.0]",0,0,0,0,0,2,0,0
TX,Burnet,"(512.0, 1024.0]",0,0,0,0,0,12,0,0
TX,Burnet,"(64.0, 128.0]",0,0,62,1,0,1,0,0
TX,Burnet,ALL,37,5,5175,6,0,116,10,1
TX,Caldwell,"(0.0, 16.0]",0,0,329,0,0,23,0,0
TX,Caldwell,"(1024.0, 2048.0]",0,0,0,2,0,70,4,0
TX,Caldwell,"(128.0, 256.0]",0,0,9,0,0,3,0,0
TX,Caldwell,"(16.0, 32.0]",11,0,120,0,0,21,2,0
TX,Caldwell,"(16384.0, inf]",0,0,0,5,0,5,0,0
TX,Caldwell,"(2048.0, 4096.0]",0,0,0,1,0,12,0,0
TX,Caldwell,"(256.0, 512.0]",0,0,2,0,0,6,0,0
TX,Caldwell,"(32.0, 64.0]",13,4,1916,0,0,52,4,0
TX,Caldwell,"(4096.0, 8192.0]",0,0,0,2,0,22,1,0
TX,Caldwell,"(512.0, 1024.0]",0,0,0,3,0,8,0,0
TX,Caldwell,"(64.0, 128.0]",0,0,65,0,0,9,1,0
TX,Caldwell,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
TX,Caldwell,ALL,24,4,2441,14,0,231,12,0
TX,Calhoun,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
TX,Calhoun,"(128.0, 256.0]",0,0,2,0,0,4,0,0
TX,Calhoun,"(16.0, 32.0]",1,0,0,0,0,1,0,0
TX,Calhoun,"(2048.0, 4096.0]",0,0,0,0,0,2,0,0
TX,Calhoun,"(32.0, 64.0]",0,0,298,0,0,1,0,0
TX,Calhoun,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
TX,Calhoun,"(64.0, 128.0]",1,0,45,0,0,2,0,0
TX,Calhoun,ALL,2,0,345,0,0,13,0,0
TX,Callahan,"(128.0, 256.0]",0,0,4,0,0,0,0,0
TX,Callahan,"(16.0, 32.0]",6,0,0,0,0,2,0,0
TX,Callahan,"(32.0, 64.0]",3,0,563,0,0,14,0,0
TX,Callahan,"(64.0, 128.0]",0,0,22,0,0,7,0,0
TX,Callahan,ALL,9,0,589,0,0,23,0,0
TX,Cameron,"(1024.0, 2048.0]",0,0,0,0,0,3,0,0
TX,Cameron,"(128.0, 256.0]",0,0,18,0,0,15,0,0
TX,Cameron,"(16.0, 32.0]",11,1,0,0,0,6,2,0
TX,Cameron,"(16384.0, inf]",0,0,0,2,0,0,0,0
TX,Cameron,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
TX,Cameron,"(256.0, 512.0]",0,0,1,0,0,1,0,0
TX,Cameron,"(32.0, 64.0]",30,1,1765,1,0,15,3,0
TX,Cameron,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Cameron,"(64.0, 128.0]",0,0,167,0,0,9,0,0
TX,Cameron,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
TX,Cameron,ALL,41,2,1951,5,0,50,5,0
TX,Camp,"(32.0, 64.0]",0,0,235,0,0,0,0,0
TX,Camp,"(64.0, 128.0]",0,0,4,0,0,0,0,0
TX,Camp,ALL,0,0,239,0,0,0,0,0
TX,Carson,"(16.0, 32.0]",0,0,0,0,0,1,0,0
TX,Carson,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Carson,"(32.0, 64.0]",0,0,290,0,0,1,0,0
TX,Carson,"(64.0, 128.0]",0,0,4,0,0,0,0,0
TX,Carson,ALL,0,0,294,1,0,2,0,0
TX,Cass,"(128.0, 256.0]",0,0,4,0,0,0,0,0
TX,Cass,"(16.0, 32.0]",3,0,0,0,0,1,0,0
TX,Cass,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Cass,"(256.0, 512.0]",0,0,2,0,0,0,0,0
TX,Cass,"(32.0, 64.0]",0,0,511,0,0,1,0,0
TX,Cass,"(64.0, 128.0]",0,0,47,0,0,1,0,0
TX,Cass,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
TX,Cass,ALL,3,0,564,3,0,3,0,0
TX,Castro,"(16.0, 32.0]",0,0,0,0,0,1,0,0
TX,Castro,"(32.0, 64.0]",0,0,84,0,0,0,0,0
TX,Castro,ALL,0,0,84,0,0,1,0,0
TX,Chambers,"(1024.0, 2048.0]",0,0,0,0,0,9,1,0
TX,Chambers,"(128.0, 256.0]",0,0,14,0,0,6,0,0
TX,Chambers,"(16.0, 32.0]",8,0,0,2,0,4,0,0
TX,Chambers,"(16384.0, inf]",0,0,0,1,0,1,0,0
TX,Chambers,"(2048.0, 4096.0]",0,0,0,0,0,8,0,0
TX,Chambers,"(256.0, 512.0]",0,0,2,0,0,3,0,0
TX,Chambers,"(32.0, 64.0]",3,0,1143,0,0,16,1,0
TX,Chambers,"(4096.0, 8192.0]",0,0,0,0,0,3,0,0
TX,Chambers,"(512.0, 1024.0]",0,0,0,0,0,5,0,0
TX,Chambers,"(64.0, 128.0]",0,0,165,0,0,1,1,0
TX,Chambers,ALL,11,0,1324,3,0,56,3,0
TX,Cherokee,"(0.0, 16.0]",0,0,114,0,0,1,0,0
TX,Cherokee,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
TX,Cherokee,"(16.0, 32.0]",4,0,66,1,0,3,0,0
TX,Cherokee,"(16384.0, inf]",0,0,0,2,0,0,0,0
TX,Cherokee,"(32.0, 64.0]",1,0,831,0,0,2,0,0
TX,Cherokee,"(64.0, 128.0]",0,0,16,0,0,0,1,0
TX,Cherokee,ALL,5,0,1027,3,0,7,1,0
TX,Childress,"(16.0, 32.0]",2,2,0,2,0,2,0,0
TX,Childress,"(256.0, 512.0]",0,0,0,0,0,1,0,0
TX,Childress,"(32.0, 64.0]",0,0,345,0,0,1,0,0
TX,Childress,"(64.0, 128.0]",0,0,5,0,0,0,0,0
TX,Childress,ALL,2,2,350,2,0,4,0,0
TX,Clay,"(16.0, 32.0]",1,0,0,1,0,0,0,0
TX,Clay,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Clay,"(32.0, 64.0]",1,0,250,0,0,2,0,0
TX,Clay,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Clay,"(64.0, 128.0]",0,0,9,0,0,0,0,0
TX,Clay,ALL,2,0,259,6,0,2,0,0
TX,Cochran,"(16.0, 32.0]",0,0,0,0,0,1,0,0
TX,Cochran,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
TX,Cochran,"(32.0, 64.0]",0,0,131,0,0,0,0,0
TX,Cochran,"(64.0, 128.0]",0,0,7,0,0,0,0,0
TX,Cochran,ALL,0,0,138,1,0,1,0,0
TX,Coke,"(16.0, 32.0]",0,0,0,0,0,1,0,0
TX,Coke,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Coke,"(32.0, 64.0]",0,0,307,0,0,0,0,0
TX,Coke,"(64.0, 128.0]",0,0,7,0,0,0,0,0
TX,Coke,ALL,0,0,314,1,0,1,0,0
TX,Coleman,"(16.0, 32.0]",3,0,0,0,0,1,2,0
TX,Coleman,"(32.0, 64.0]",0,0,404,0,0,1,0,0
TX,Coleman,"(64.0, 128.0]",0,0,5,0,0,0,0,0
TX,Coleman,ALL,3,0,409,0,0,2,2,0
TX,Collin,"(1024.0, 2048.0]",0,0,0,4,0,1,0,0
TX,Collin,"(128.0, 256.0]",0,0,551,18,0,79,1,0
TX,Collin,"(16.0, 32.0]",318,28,0,15,0,10,78,0
TX,Collin,"(16384.0, inf]",0,0,0,47,0,0,0,0
TX,Collin,"(2048.0, 4096.0]",0,0,0,5,0,0,0,0
TX,Collin,"(256.0, 512.0]",0,0,55,66,0,6,0,0
TX,Collin,"(32.0, 64.0]",364,47,13738,0,0,261,123,0
TX,Collin,"(4096.0, 8192.0]",0,0,0,11,0,1,0,0
TX,Collin,"(512.0, 1024.0]",0,0,0,9,56,0,0,0
TX,Collin,"(64.0, 128.0]",8,2,1935,5,0,116,13,0
TX,Collin,"(8192.0, 16384.0]",0,0,0,15,0,0,0,0
TX,Collin,ALL,690,77,16279,195,56,474,215,0
TX,Collingsworth,"(128.0, 256.0]",0,0,1,0,0,0,0,0
TX,Collingsworth,"(16384.0, inf]",0,0,1,1,0,0,0,0
TX,Collingsworth,"(32.0, 64.0]",0,0,340,0,0,0,0,0
TX,Collingsworth,"(64.0, 128.0]",0,0,40,0,0,0,0,0
TX,Collingsworth,ALL,0,0,382,1,0,0,0,0
TX,Colorado,"(0.0, 16.0]",0,0,213,0,0,3,0,0
TX,Colorado,"(128.0, 256.0]",0,0,7,0,0,3,0,0
TX,Colorado,"(16.0, 32.0]",10,0,159,0,0,5,2,0
TX,Colorado,"(16384.0, inf]",0,0,0,1,0,0,0,0
TX,Colorado,"(2048.0, 4096.0]",0,0,0,0,0,4,0,0
TX,Colorado,"(256.0, 512.0]",0,0,5,0,0,0,0,0
TX,Colorado,"(32.0, 64.0]",5,0,1141,1,0,16,1,0
TX,Colorado,"(4096.0, 8192.0]",0,0,0,0,0,7,0,0
TX,Colorado,"(64.0, 128.0]",1,0,72,0,0,6,4,0
TX,Colorado,ALL,16,0,1597,2,0,44,7,0
TX,Comal,"(0.0, 16.0]",0,0,500,0,0,7,0,0
TX,Comal,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
TX,Comal,"(128.0, 256.0]",0,0,71,0,0,10,2,0
TX,Comal,"(16.0, 32.0]",76,11,337,0,0,11,4,0
TX,Comal,"(16384.0, inf]",0,0,0,17,0,0,0,0
TX,Comal,"(256.0, 512.0]",0,0,7,15,0,8,0,0
TX,Comal,"(32.0, 64.0]",85,17,3250,6,0,63,18,0
TX,Comal,"(4096.0, 8192.0]",0,0,0,3,0,0,0,0
TX,Comal,"(512.0, 1024.0]",0,0,0,10,0,0,0,0
TX,Comal,"(64.0, 128.0]",4,0,395,1,0,11,9,0
TX,Comal,"(8192.0, 16384.0]",0,0,0,3,0,0,0,0
TX,Comal,ALL,165,28,4560,56,0,110,33,0
TX,Comanche,"(0.0, 16.0]",0,0,5,0,0,0,0,0
TX,Comanche,"(16.0, 32.0]",0,0,3,0,0,0,0,0
TX,Comanche,"(32.0, 64.0]",0,0,257,0,0,0,0,0
TX,Comanche,"(64.0, 128.0]",0,0,11,0,0,0,0,0
TX,Comanche,ALL,0,0,276,0,0,0,0,0
TX,Concho,"(16384.0, inf]",0,0,0,8,0,0,0,0
TX,Concho,"(32.0, 64.0]",0,0,289,0,0,1,0,0
TX,Concho,"(64.0, 128.0]",0,0,4,0,0,1,0,0
TX,Concho,ALL,0,0,293,8,0,2,0,0
TX,Cooke,"(128.0, 256.0]",0,0,3,0,0,0,0,0
TX,Cooke,"(16.0, 32.0]",6,0,0,1,0,2,0,0
TX,Cooke,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Cooke,"(256.0, 512.0]",0,0,1,1,0,0,0,0
TX,Cooke,"(32.0, 64.0]",0,0,650,0,0,3,1,0
TX,Cooke,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
TX,Cooke,"(512.0, 1024.0]",0,0,0,6,0,0,0,0
TX,Cooke,"(64.0, 128.0]",0,0,32,0,0,0,0,0
TX,Cooke,ALL,6,0,686,13,0,5,1,0
TX,Coryell,"(0.0, 16.0]",0,0,76,0,0,0,0,0
TX,Coryell,"(16.0, 32.0]",0,0,50,0,0,3,0,0
TX,Coryell,"(16384.0, inf]",0,0,0,4,0,0,0,0
TX,Coryell,"(256.0, 512.0]",0,0,0,1,0,3,0,0
TX,Coryell,"(32.0, 64.0]",0,0,561,0,0,2,0,0
TX,Coryell,"(64.0, 128.0]",0,0,22,0,0,2,0,0
TX,Coryell,ALL,0,0,709,5,0,10,0,0
TX,Cottle,"(16.0, 32.0]",0,0,1,0,0,1,0,0
TX,Cottle,"(32.0, 64.0]",1,0,64,0,0,0,0,0
TX,Cottle,"(64.0, 128.0]",0,0,1,0,0,0,0,0
TX,Cottle,ALL,1,0,66,0,0,1,0,0
TX,Crane,"(128.0, 256.0]",0,0,2,0,0,0,0,0
TX,Crane,"(16.0, 32.0]",2,0,0,0,0,0,0,0
TX,Crane,"(32.0, 64.0]",0,0,391,0,0,0,0,0
TX,Crane,"(64.0, 128.0]",0,0,10,0,0,0,0,0
TX,Crane,ALL,2,0,403,0,0,0,0,0
TX,Crockett,"(16.0, 32.0]",1,0,0,0,0,0,1,0
TX,Crockett,"(16384.0, inf]",0,0,0,2,0,0,0,0
TX,Crockett,"(32.0, 64.0]",0,0,1040,0,0,6,0,0
TX,Crockett,"(64.0, 128.0]",0,0,7,0,0,0,1,0
TX,Crockett,ALL,1,0,1047,2,0,6,2,0
TX,Crosby,"(128.0, 256.0]",0,0,1,0,0,0,0,0
TX,Crosby,"(16384.0, inf]",0,0,0,1,0,0,0,0
