State,County,duration,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
ID,Oneida,"(512.0, 1024.0]",0,0,0,4,0,0,0,0
ID,Oneida,"(64.0, 128.0]",0,0,5,0,0,0,0,0
ID,Oneida,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Oneida,ALL,1,0,449,9,0,4,0,0
ID,Owyhee,"(128.0, 256.0]",1,0,0,1,0,0,0,0
ID,Owyhee,"(16.0, 32.0]",1,0,0,0,0,1,0,0
ID,Owyhee,"(16384.0, inf]",0,0,0,1,0,0,0,0
ID,Owyhee,"(256.0, 512.0]",0,0,0,1,0,0,0,0
ID,Owyhee,"(32.0, 64.0]",0,0,240,0,0,0,0,0
ID,Owyhee,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Owyhee,"(64.0, 128.0]",0,0,3,0,0,0,0,0
ID,Owyhee,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Owyhee,ALL,2,0,243,6,0,1,0,0
ID,Payette,"(128.0, 256.0]",0,0,2,1,0,1,0,0
ID,Payette,"(16.0, 32.0]",0,0,0,0,0,2,0,0
ID,Payette,"(16384.0, inf]",0,0,0,7,0,0,0,0
ID,Payette,"(2048.0, 4096.0]",0,0,0,4,0,0,0,0
ID,Payette,"(256.0, 512.0]",0,0,2,5,0,0,0,3
ID,Payette,"(32.0, 64.0]",0,0,508,0,0,6,0,0
ID,Payette,"(512.0, 1024.0]",0,0,0,9,0,0,0,0
ID,Payette,"(64.0, 128.0]",0,0,27,0,0,0,0,0
ID,Payette,"(8192.0, 16384.0]",0,0,0,5,0,0,0,0
ID,Payette,ALL,0,0,539,31,0,9,0,3
ID,Power,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Power,"(32.0, 64.0]",0,0,236,0,0,0,0,0
ID,Power,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Power,"(64.0, 128.0]",0,0,2,0,0,0,0,0
ID,Power,ALL,1,0,238,1,0,0,0,0
ID,Shoshone,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Shoshone,"(128.0, 256.0]",0,0,3,2,0,0,0,0
ID,Shoshone,"(16.0, 32.0]",2,0,3,0,0,1,0,0
ID,Shoshone,"(16384.0, inf]",0,0,0,12,0,0,0,0
ID,Shoshone,"(2048.0, 4096.0]",0,0,0,3,0,0,0,0
ID,Shoshone,"(256.0, 512.0]",0,0,0,1,0,0,0,0
ID,Shoshone,"(32.0, 64.0]",0,0,1945,0,0,9,0,0
ID,Shoshone,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Shoshone,"(512.0, 1024.0]",0,0,0,5,0,0,0,0
ID,Shoshone,"(64.0, 128.0]",0,0,36,1,0,2,0,0
ID,Shoshone,"(8192.0, 16384.0]",0,0,0,3,0,0,0,0
ID,Shoshone,ALL,2,0,1987,30,0,12,0,0
ID,Teton,"(128.0, 256.0]",0,0,0,0,0,3,0,0
ID,Teton,"(16384.0, inf]",0,0,0,1,0,0,0,0
ID,Teton,"(256.0, 512.0]",0,0,0,0,0,0,0,2
ID,Teton,"(32.0, 64.0]",0,0,72,0,0,0,0,0
ID,Teton,"(512.0, 1024.0]",0,0,0,4,0,0,0,0
ID,Teton,ALL,0,0,72,5,0,3,0,2
ID,Twin Falls,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Twin Falls,"(128.0, 256.0]",0,0,5,0,0,1,0,0
ID,Twin Falls,"(16.0, 32.0]",2,0,0,0,0,0,0,0
ID,Twin Falls,"(16384.0, inf]",0,0,0,2,0,0,0,0
ID,Twin Falls,"(256.0, 512.0]",0,0,0,2,0,0,0,0
ID,Twin Falls,"(32.0, 64.0]",0,0,1046,0,0,7,0,0
ID,Twin Falls,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Twin Falls,"(512.0, 1024.0]",0,0,0,10,0,0,0,0
ID,Twin Falls,"(64.0, 128.0]",0,0,34,0,0,1,0,0
ID,Twin Falls,ALL,2,0,1085,16,0,9,0,0
ID,Valley,"(128.0, 256.0]",0,0,0,1,0,0,0,0
ID,Valley,"(16.0, 32.0]",3,0,0,0,0,2,0,0
ID,Valley,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Valley,"(32.0, 64.0]",0,0,153,0,0,1,0,0
ID,Valley,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Valley,"(64.0, 128.0]",0,0,8,0,0,0,0,0
ID,Valley,ALL,3,0,161,2,0,3,0,1
ID,Washington,"(16384.0, inf]",0,0,0,1,0,0,0,0
ID,Washington,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Washington,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Washington,"(32.0, 64.0]",1,0,377,0,0,1,0,0
ID,Washington,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Washington,"(64.0, 128.0]",0,0,8,1,0,0,0,0
ID,Washington,ALL,1,0,385,6,0,1,0,1
IL,ALL,"(0.0, 16.0]",0,0,54431,3,0,2507,0,0
IL,ALL,"(1024.0, 2048.0]",1,0,0,1959,55,28,0,0
IL,ALL,"(128.0, 256.0]",15,0,8747,317,3,2829,29,0
IL,ALL,"(16.0, 32.0]",13380,1839,39384,543,18,4097,1133,15
IL,ALL,"(16384.0, inf]",0,0,0,776,0,4,0,2
IL,ALL,"(2048.0, 4096.0]",0,0,0,108,0,8,0,0
IL,ALL,"(256.0, 512.0]",6,0,1826,1496,1,1034,6,1
IL,ALL,"(32.0, 64.0]",18040,1566,263087,2553,12,9054,1359,14
IL,ALL,"(4096.0, 8192.0]",0,0,0,184,0,4,0,0
IL,ALL,"(512.0, 1024.0]",1,0,104,1034,1440,60,0,0
IL,ALL,"(64.0, 128.0]",345,45,40577,130,1,4698,152,1
IL,ALL,"(8192.0, 16384.0]",0,0,0,222,0,1,0,1
IL,ALL,ALL,31788,3450,408156,9325,1530,24324,2679,34
IL,Adams,"(16.0, 32.0]",5,0,0,0,0,1,0,0
IL,Adams,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Adams,"(32.0, 64.0]",2,0,223,0,0,3,0,0
IL,Adams,"(64.0, 128.0]",0,0,2,0,0,0,0,0
IL,Adams,ALL,7,0,225,2,0,4,0,0
IL,Alexander,"(16384.0, inf]",0,0,0,4,0,0,0,0
IL,Alexander,"(256.0, 512.0]",0,0,0,0,0,1,0,0
IL,Alexander,"(32.0, 64.0]",0,0,47,1,0,1,0,0
IL,Alexander,"(64.0, 128.0]",0,0,0,0,0,1,0,0
IL,Alexander,ALL,0,0,47,5,0,3,0,0
IL,Benton,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Benton,ALL,0,0,0,1,0,0,0,0
IL,Bond,"(0.0, 16.0]",0,0,53,0,0,3,0,0
IL,Bond,"(128.0, 256.0]",0,0,7,0,0,3,0,0
IL,Bond,"(16.0, 32.0]",2,2,33,1,0,7,1,0
IL,Bond,"(16384.0, inf]",0,0,0,8,0,0,0,0
IL,Bond,"(256.0, 512.0]",0,0,6,0,0,2,0,0
IL,Bond,"(32.0, 64.0]",4,0,415,0,0,18,0,0
IL,Bond,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
IL,Bond,"(64.0, 128.0]",0,0,53,0,0,3,0,0
IL,Bond,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,Bond,ALL,6,2,567,10,0,37,1,0
IL,Boone,"(0.0, 16.0]",0,0,63,2,0,1,0,0
IL,Boone,"(1024.0, 2048.0]",0,0,0,7,0,0,0,0
IL,Boone,"(128.0, 256.0]",0,0,0,4,0,0,0,0
IL,Boone,"(16.0, 32.0]",25,4,29,0,0,1,2,0
IL,Boone,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Boone,"(2048.0, 4096.0]",0,0,0,5,0,0,0,0
IL,Boone,"(256.0, 512.0]",0,0,0,14,0,0,0,0
IL,Boone,"(32.0, 64.0]",43,6,453,1,0,7,2,0
IL,Boone,"(512.0, 1024.0]",0,0,0,27,0,0,0,0
IL,Boone,"(64.0, 128.0]",3,0,6,7,0,0,0,0
IL,Boone,ALL,71,10,551,68,0,9,4,0
IL,Brown,"(16.0, 32.0]",1,0,1,0,0,0,0,0
IL,Brown,"(32.0, 64.0]",0,0,9,0,0,3,0,0
IL,Brown,"(64.0, 128.0]",0,0,1,0,0,0,0,0
IL,Brown,ALL,1,0,11,0,0,3,0,0
IL,Bureau,"(0.0, 16.0]",0,0,40,0,0,2,0,0
IL,Bureau,"(16.0, 32.0]",8,6,45,0,0,7,1,0
IL,Bureau,"(16384.0, inf]",0,0,0,5,0,0,0,0
IL,Bureau,"(256.0, 512.0]",0,0,0,1,0,0,0,0
IL,Bureau,"(32.0, 64.0]",12,1,470,0,0,8,0,0
IL,Bureau,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Bureau,"(64.0, 128.0]",0,0,18,1,0,1,0,0
IL,Bureau,ALL,20,7,573,8,0,18,1,0
IL,Calhoun,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
IL,Calhoun,"(128.0, 256.0]",0,0,0,0,0,1,0,0
IL,Calhoun,"(16.0, 32.0]",0,0,2,0,0,1,1,0
IL,Calhoun,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Calhoun,"(256.0, 512.0]",0,0,0,0,0,3,0,0
IL,Calhoun,"(32.0, 64.0]",0,0,4,0,0,2,1,0
IL,Calhoun,ALL,0,0,6,2,0,8,2,0
IL,Carroll,"(16.0, 32.0]",0,1,5,0,0,1,0,0
IL,Carroll,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Carroll,"(32.0, 64.0]",3,0,97,0,0,3,0,0
IL,Carroll,"(64.0, 128.0]",0,0,1,1,0,0,0,0
IL,Carroll,ALL,3,1,103,3,0,4,0,0
IL,Cass,"(0.0, 16.0]",0,0,5,0,0,0,0,0
IL,Cass,"(16.0, 32.0]",0,0,5,0,0,2,0,0
IL,Cass,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Cass,"(256.0, 512.0]",0,0,0,0,0,1,0,0
IL,Cass,"(32.0, 64.0]",0,0,86,0,0,2,0,0
IL,Cass,ALL,0,0,96,1,0,5,0,0
IL,Champaign,"(0.0, 16.0]",0,0,171,0,0,7,0,0
IL,Champaign,"(128.0, 256.0]",0,0,20,0,0,7,0,0
IL,Champaign,"(16.0, 32.0]",10,0,191,3,0,13,4,0
IL,Champaign,"(16384.0, inf]",0,0,0,12,0,0,0,0
IL,Champaign,"(256.0, 512.0]",0,0,2,6,0,3,0,0
IL,Champaign,"(32.0, 64.0]",17,3,1659,3,0,36,2,0
IL,Champaign,"(512.0, 1024.0]",0,0,1,0,50,0,0,0
IL,Champaign,"(64.0, 128.0]",0,0,188,1,0,6,2,0
IL,Champaign,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,Champaign,ALL,27,3,2232,26,50,72,8,0
IL,Christian,"(0.0, 16.0]",0,0,29,0,0,0,0,0
IL,Christian,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
IL,Christian,"(16.0, 32.0]",2,0,27,0,0,1,0,0
IL,Christian,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Christian,"(32.0, 64.0]",0,0,65,0,0,2,0,0
IL,Christian,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
IL,Christian,"(64.0, 128.0]",0,0,2,0,0,1,1,0
IL,Christian,"(8192.0, 16384.0]",0,0,0,0,0,1,0,0
IL,Christian,ALL,2,0,123,1,0,7,1,0
IL,Clark,"(0.0, 16.0]",0,0,31,0,0,0,0,0
IL,Clark,"(128.0, 256.0]",0,0,1,0,0,0,0,0
IL,Clark,"(16.0, 32.0]",7,0,19,1,0,4,2,0
IL,Clark,"(16384.0, inf]",0,0,0,3,0,0,0,0
IL,Clark,"(256.0, 512.0]",1,0,0,0,0,0,0,0
IL,Clark,"(32.0, 64.0]",6,1,232,0,0,2,0,0
IL,Clark,"(512.0, 1024.0]",1,0,0,0,0,0,0,0
IL,Clark,"(64.0, 128.0]",0,0,17,0,0,1,1,0
IL,Clark,ALL,15,1,300,4,0,7,3,0
IL,Clay,"(0.0, 16.0]",0,0,51,0,0,1,0,0
IL,Clay,"(128.0, 256.0]",0,0,0,0,0,1,0,0
IL,Clay,"(16.0, 32.0]",0,0,22,0,0,1,0,0
IL,Clay,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Clay,"(32.0, 64.0]",0,1,248,2,0,2,0,0
IL,Clay,"(64.0, 128.0]",0,0,11,0,0,0,0,0
IL,Clay,ALL,0,1,332,4,0,5,0,0
IL,Clinton,"(0.0, 16.0]",0,0,32,0,0,0,0,0
IL,Clinton,"(16.0, 32.0]",1,0,35,0,0,2,0,0
IL,Clinton,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Clinton,"(32.0, 64.0]",1,0,119,0,0,5,0,0
IL,Clinton,"(512.0, 1024.0]",0,0,0,3,0,0,0,0
IL,Clinton,"(64.0, 128.0]",0,0,3,0,0,1,0,0
IL,Clinton,ALL,2,0,189,5,0,8,0,0
IL,Coles,"(0.0, 16.0]",0,0,42,0,0,1,0,0
IL,Coles,"(128.0, 256.0]",0,0,1,0,0,1,0,0
IL,Coles,"(16.0, 32.0]",1,0,32,0,0,2,0,0
IL,Coles,"(16384.0, inf]",0,0,0,3,0,0,0,0
IL,Coles,"(32.0, 64.0]",5,0,201,2,0,4,0,0
IL,Coles,"(512.0, 1024.0]",0,0,0,0,22,0,0,0
IL,Coles,"(64.0, 128.0]",0,0,10,0,0,1,0,0
IL,Coles,ALL,6,0,286,5,22,9,0,0
IL,Cook,"(0.0, 16.0]",0,0,37073,0,0,2023,0,0
IL,Cook,"(1024.0, 2048.0]",1,0,0,214,55,7,0,0
IL,Cook,"(128.0, 256.0]",3,0,7441,191,3,2559,10,0
IL,Cook,"(16.0, 32.0]",3695,557,27331,270,18,2545,369,5
IL,Cook,"(16384.0, inf]",0,0,0,270,0,1,0,0
IL,Cook,"(2048.0, 4096.0]",0,0,0,43,0,4,0,0
IL,Cook,"(256.0, 512.0]",1,0,1695,721,1,965,0,1
IL,Cook,"(32.0, 64.0]",3433,452,163990,342,12,6405,356,1
IL,Cook,"(4096.0, 8192.0]",0,0,0,35,0,1,0,0
IL,Cook,"(512.0, 1024.0]",0,0,98,420,893,44,0,0
IL,Cook,"(64.0, 128.0]",61,12,28979,52,1,3880,61,0
IL,Cook,"(8192.0, 16384.0]",0,0,0,36,0,0,0,0
IL,Cook,ALL,7194,1021,266607,2594,983,18434,796,7
IL,Crawford,"(0.0, 16.0]",0,0,6,0,0,0,0,0
IL,Crawford,"(16.0, 32.0]",0,0,1,0,0,1,0,0
IL,Crawford,"(32.0, 64.0]",0,0,86,0,0,0,0,0
IL,Crawford,"(64.0, 128.0]",0,0,8,0,0,0,0,0
IL,Crawford,ALL,0,0,101,0,0,1,0,0
IL,Cumberland,"(0.0, 16.0]",0,0,28,0,0,1,0,0
IL,Cumberland,"(128.0, 256.0]",0,0,6,0,0,1,0,0
IL,Cumberland,"(16.0, 32.0]",2,0,37,0,0,3,0,0
IL,Cumberland,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Cumberland,"(256.0, 512.0]",0,0,1,0,0,0,0,0
IL,Cumberland,"(32.0, 64.0]",1,1,348,1,0,5,0,0
IL,Cumberland,"(64.0, 128.0]",0,0,37,0,0,6,0,0
IL,Cumberland,ALL,3,1,457,2,0,16,0,0
IL,De Witt,"(0.0, 16.0]",0,0,14,0,0,0,0,0
IL,De Witt,"(16.0, 32.0]",0,0,20,0,0,0,0,0
IL,De Witt,"(16384.0, inf]",0,0,0,4,0,0,0,0
IL,De Witt,"(32.0, 64.0]",1,0,222,0,0,3,0,0
IL,De Witt,"(64.0, 128.0]",0,0,7,0,0,1,0,0
IL,De Witt,ALL,1,0,263,4,0,4,0,0
IL,DeKalb,"(0.0, 16.0]",0,0,49,0,0,0,0,0
IL,DeKalb,"(1024.0, 2048.0]",0,0,0,2,0,0,0,0
IL,DeKalb,"(128.0, 256.0]",0,0,0,7,0,0,0,0
IL,DeKalb,"(16.0, 32.0]",21,4,37,2,0,6,1,0
IL,DeKalb,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,DeKalb,"(256.0, 512.0]",0,0,0,10,0,0,0,0
IL,DeKalb,"(32.0, 64.0]",17,2,629,0,0,9,6,0
IL,DeKalb,"(512.0, 1024.0]",0,0,0,2,33,0,0,0
IL,DeKalb,"(64.0, 128.0]",0,1,17,5,0,3,0,0
IL,DeKalb,ALL,38,7,732,30,33,18,7,0
IL,Dekalb,"(0.0, 16.0]",0,0,40,0,0,0,0,0
IL,Dekalb,"(16.0, 32.0]",4,2,34,0,0,2,0,0
IL,Dekalb,"(16384.0, inf]",0,0,0,4,0,0,0,0
IL,Dekalb,"(256.0, 512.0]",0,0,0,2,0,0,0,0
IL,Dekalb,"(32.0, 64.0]",7,0,84,0,0,4,0,0
IL,Dekalb,"(512.0, 1024.0]",0,0,0,0,7,1,0,0
IL,Dekalb,"(64.0, 128.0]",0,0,4,0,0,0,0,0
IL,Dekalb,ALL,11,2,162,6,7,7,0,0
IL,Dewitt,"(0.0, 16.0]",0,0,4,0,0,0,0,0
IL,Dewitt,"(16.0, 32.0]",0,0,5,0,0,1,0,0
IL,Dewitt,"(32.0, 64.0]",0,0,11,0,0,0,0,0
IL,Dewitt,ALL,0,0,20,0,0,1,0,0
IL,Douglas,"(0.0, 16.0]",0,0,23,0,0,0,0,0
IL,Douglas,"(128.0, 256.0]",0,0,0,0,0,1,0,0
IL,Douglas,"(16.0, 32.0]",0,0,13,0,0,2,0,0
IL,Douglas,"(16384.0, inf]",0,0,0,3,0,0,0,0
IL,Douglas,"(32.0, 64.0]",0,1,122,0,0,5,0,0
IL,Douglas,"(64.0, 128.0]",0,0,5,0,0,0,0,0
IL,Douglas,ALL,0,1,163,3,0,8,0,0
IL,DuPage,"(0.0, 16.0]",0,0,3657,0,0,95,0,0
IL,DuPage,"(1024.0, 2048.0]",0,0,0,28,0,0,0,0
IL,DuPage,"(128.0, 256.0]",2,0,274,50,0,44,4,0
IL,DuPage,"(16.0, 32.0]",2944,77,2936,31,0,118,51,2
IL,DuPage,"(16384.0, inf]",0,0,0,20,0,0,0,0
IL,DuPage,"(2048.0, 4096.0]",0,0,0,4,0,0,0,0
IL,DuPage,"(256.0, 512.0]",0,0,13,303,0,8,0,0
IL,DuPage,"(32.0, 64.0]",4989,36,20439,36,0,417,56,0
IL,DuPage,"(512.0, 1024.0]",0,0,1,217,0,1,0,0
IL,DuPage,"(64.0, 128.0]",87,1,2509,10,0,173,18,0
IL,DuPage,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,DuPage,ALL,8022,114,29829,700,0,856,129,2
IL,Dupage,"(0.0, 16.0]",0,0,887,0,0,34,0,0
IL,Dupage,"(1024.0, 2048.0]",0,0,0,7,0,0,0,0
IL,Dupage,"(128.0, 256.0]",2,0,88,5,0,4,1,0
IL,Dupage,"(16.0, 32.0]",1741,2,638,1,0,31,2,0
IL,Dupage,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Dupage,"(256.0, 512.0]",0,0,9,47,0,3,0,0
IL,Dupage,"(32.0, 64.0]",3813,1,3961,9,0,87,4,0
IL,Dupage,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Dupage,"(512.0, 1024.0]",0,0,0,96,1,0,0,0
IL,Dupage,"(64.0, 128.0]",50,0,784,3,0,20,1,0
IL,Dupage,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
IL,Dupage,ALL,5606,3,6367,173,1,179,8,0
IL,Edgar,"(0.0, 16.0]",0,0,13,0,0,0,0,0
IL,Edgar,"(16.0, 32.0]",0,0,7,0,0,0,0,0
IL,Edgar,"(32.0, 64.0]",0,0,63,0,0,6,0,0
IL,Edgar,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Edgar,"(64.0, 128.0]",0,0,2,0,0,0,0,0
IL,Edgar,ALL,0,0,85,1,0,6,0,0
IL,Edwards,"(0.0, 16.0]",0,0,3,0,0,0,0,0
IL,Edwards,"(16.0, 32.0]",0,0,3,0,0,0,0,0
IL,Edwards,"(32.0, 64.0]",0,0,90,0,0,0,0,0
IL,Edwards,"(64.0, 128.0]",0,0,1,0,0,0,0,0
IL,Edwards,ALL,0,0,97,0,0,0,0,0
IL,Effingham,"(0.0, 16.0]",0,0,74,0,0,2,0,0
IL,Effingham,"(128.0, 256.0]",0,0,6,0,0,1,0,0
IL,Effingham,"(16.0, 32.0]",13,0,60,1,0,7,2,0
IL,Effingham,"(16384.0, inf]",0,0,0,8,0,0,0,0
IL,Effingham,"(256.0, 512.0]",0,0,0,0,0,0,1,0
IL,Effingham,"(32.0, 64.0]",9,1,481,2,0,12,1,0
IL,Effingham,"(64.0, 128.0]",1,0,51,0,0,3,0,0
IL,Effingham,ALL,23,1,672,11,0,25,4,0
IL,Fayette,"(0.0, 16.0]",0,0,92,0,0,2,0,0
IL,Fayette,"(128.0, 256.0]",0,0,4,0,0,4,0,0
IL,Fayette,"(16.0, 32.0]",6,0,67,0,0,11,1,0
IL,Fayette,"(16384.0, inf]",0,0,0,4,0,0,0,0
IL,Fayette,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
IL,Fayette,"(256.0, 512.0]",0,0,1,0,0,0,0,0
IL,Fayette,"(32.0, 64.0]",3,1,277,0,0,3,2,0
IL,Fayette,"(64.0, 128.0]",0,0,37,0,0,2,1,0
IL,Fayette,ALL,9,1,478,5,0,22,4,0
IL,Ford,"(0.0, 16.0]",0,0,27,0,0,1,0,0
IL,Ford,"(128.0, 256.0]",0,0,3,0,0,3,0,0
IL,Ford,"(16.0, 32.0]",4,0,25,0,0,1,0,0
IL,Ford,"(256.0, 512.0]",0,0,1,0,0,0,0,0
IL,Ford,"(32.0, 64.0]",1,0,467,1,0,5,1,0
IL,Ford,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Ford,"(64.0, 128.0]",0,0,37,1,0,4,1,0
IL,Ford,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,Ford,ALL,5,0,560,4,0,14,2,0
IL,Franklin,"(128.0, 256.0]",0,0,2,0,0,1,0,0
IL,Franklin,"(16.0, 32.0]",6,1,0,0,0,7,1,0
IL,Franklin,"(16384.0, inf]",0,0,0,3,0,0,0,0
IL,Franklin,"(256.0, 512.0]",0,0,1,0,0,0,0,0
IL,Franklin,"(32.0, 64.0]",3,0,384,0,0,7,0,0
IL,Franklin,"(64.0, 128.0]",0,0,34,1,0,2,0,0
IL,Franklin,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,Franklin,ALL,9,1,421,5,0,17,1,0
IL,Fulton,"(0.0, 16.0]",0,0,19,0,0,0,0,0
IL,Fulton,"(16.0, 32.0]",0,0,27,0,0,5,0,0
IL,Fulton,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Fulton,"(32.0, 64.0]",0,0,94,0,0,6,0,0
IL,Fulton,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
IL,Fulton,"(64.0, 128.0]",0,0,4,0,0,1,0,0
IL,Fulton,ALL,0,0,144,2,0,12,0,0
IL,Gallatin,"(16.0, 32.0]",0,0,0,0,0,1,0,0
IL,Gallatin,"(32.0, 64.0]",0,0,51,0,0,0,0,0
IL,Gallatin,"(64.0, 128.0]",0,0,1,0,0,1,0,0
IL,Gallatin,ALL,0,0,52,0,0,2,0,0
IL,Greene,"(0.0, 16.0]",0,0,16,0,0,0,0,0
IL,Greene,"(16.0, 32.0]",0,0,3,0,0,4,0,0
IL,Greene,"(16384.0, inf]",0,0,0,2,0,0,0,0
IL,Greene,"(32.0, 64.0]",0,0,58,0,0,4,0,0
IL,Greene,"(64.0, 128.0]",0,0,1,0,0,0,0,0
IL,Greene,ALL,0,0,78,2,0,8,0,0
IL,Grundy,"(0.0, 16.0]",0,0,81,0,0,0,0,0
IL,Grundy,"(128.0, 256.0]",0,0,5,1,0,0,0,0
IL,Grundy,"(16.0, 32.0]",14,2,65,3,0,8,0,0
IL,Grundy,"(16384.0, inf]",0,0,0,6,0,0,0,0
IL,Grundy,"(256.0, 512.0]",0,0,0,3,0,0,0,0
IL,Grundy,"(32.0, 64.0]",26,3,736,1,0,13,1,0
IL,Grundy,"(64.0, 128.0]",0,0,33,1,0,2,0,0
IL,Grundy,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
IL,Grundy,ALL,40,5,920,16,0,23,1,0
IL,Hamilton,"(32.0, 64.0]",0,0,10,0,0,0,0,0
IL,Hamilton,"(64.0, 128.0]",0,0,1,0,0,0,0,0
IL,Hamilton,ALL,0,0,11,0,0,0,0,0
IL,Hancock,"(16.0, 32.0]",1,0,0,1,0,0,0,0
IL,Hancock,"(32.0, 64.0]",1,0,92,0,0,0,0,0
IL,Hancock,"(64.0, 128.0]",0,0,3,0,0,0,0,0
IL,Hancock,ALL,2,0,95,1,0,0,0,0
IL,Hardin,"(32.0, 64.0]",0,0,0,0,0,1,0,0
IL,Hardin,"(64.0, 128.0]",0,0,0,0,0,1,0,0
IL,Hardin,ALL,0,0,0,0,0,2,0,0
IL,Henderson,"(128.0, 256.0]",0,0,2,0,0,0,0,0
IL,Henderson,"(16384.0, inf]",0,0,0,1,0,0,0,0
IL,Henderson,"(32.0, 64.0]",0,0,326,0,0,2,0,0
IL,Henderson,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
IL,Henderson,"(64.0, 128.0]",0,0,21,0,0,1,0,0
IL,Henderson,ALL,0,0,349,2,0,3,0,0
IL,Henry,"(0.0, 16.0]",0,0,39,0,0,1,0,0
IL,Henry,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
IL,Henry,"(128.0, 256.0]",0,0,1,0,0,3,0,0
IL,Henry,"(16.0, 32.0]",3,1,41,1,0,8,0,0
IL,Henry,"(16384.0, inf]",0,0,0,13,0,0,0,0
IL,Henry,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
IL,Henry,"(256.0, 512.0]",0,0,0,1,0,0,0,0
IL,Henry,"(32.0, 64.0]",4,1,364,2,0,8,0,0
IL,Henry,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Henry,"(64.0, 128.0]",0,0,16,0,0,5,0,0
IL,Henry,ALL,7,2,461,20,0,25,0,0
IL,Iroquois,"(0.0, 16.0]",0,0,87,0,0,1,0,0
IL,Iroquois,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
IL,Iroquois,"(128.0, 256.0]",0,0,0,2,0,2,0,0
IL,Iroquois,"(16.0, 32.0]",7,2,61,1,0,4,3,0
IL,Iroquois,"(16384.0, inf]",0,0,0,4,0,0,0,0
IL,Iroquois,"(32.0, 64.0]",4,2,771,0,0,11,3,0
IL,Iroquois,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IL,Iroquois,"(64.0, 128.0]",0,0,14,0,0,7,0,0
IL,Iroquois,ALL,11,4,933,8,0,27,6,0
IL,Jackson,"(16.0, 32.0]",1,0,0,1,0,0,0,0
IL,Jackson,"(32.0, 64.0]",0,0,429,0,0,3,0,0
IL,Jackson,"(512.0, 1024.0]",0,0,0,0,7,0,0,0
IL,Jackson,"(64.0, 128.0]",0,0,9,0,0,1,0,0
IL,Jackson,ALL,1,0,438,1,7,4,0,0
IL,Jasper,"(0.0, 16.0]",0,0,12,0,0,0,0,0
IL,Jasper,"(16.0, 32.0]",3,0,7,0,0,1,0,0
IL,Jasper,"(256.0, 512.0]",2,0,0,0,0,0,0,0
IL,Jasper,"(32.0, 64.0]",0,0,157,0,0,1,0,0
